"","year","state","office","district","state_po","win_party","white","black","asian","hispanic","male","female","age_18_55","age_55_plus","interM","domesM","farm_E_I","nonfarm_E","personal","win_ratio","win_R"
"11",2018,"Arizona","US House",3,"AZ",1,0.837584414781152,0.0567058988210822,0.0401950268320592,0.337636500064293,0.496820030697764,0.503749163787056,0.48542914204145,0.281540975655013,7952,71567,0.00437231729897296,0.995627682701027,39224.8,0.638654619592464,0.638654619592464
"12",2018,"Arizona","US House",4,"AZ",2,0.907529181488792,0.0152766399639321,0.0127062497594555,0.303564457688903,0.502959385085689,0.499006207423617,0.385169535790278,0.420853974345581,270,11052,0.0226402450698832,0.977359754930117,36199.6,0.681653942642626,0.318346057357374
"13",2018,"Arizona","US House",5,"AZ",2,0.83089758025333,0.0626669116843687,0.0455226384317837,0.312215169760697,0.494814309366952,0.505845103231122,0.494250753508936,0.26741395551475,5844,50310,0.00244011711669843,0.997559882883302,48113,0.594245904990673,0.405754095009327
"14",2018,"Arizona","US House",6,"AZ",2,0.83089758025333,0.0626669116843687,0.0455226384317837,0.312215169760697,0.494814309366952,0.505845103231122,0.494250753508936,0.26741395551475,5844,50310,0.00244011711669843,0.997559882883302,48113,0.551930353619234,0.448069646380766
"15",2018,"Arizona","US House",7,"AZ",1,0.83089758025333,0.0626669116843687,0.0455226384317837,0.312215169760697,0.494814309366952,0.505845103231122,0.494250753508936,0.26741395551475,5844,50310,0.00244011711669843,0.997559882883302,48113,0.85606318770778,0.85606318770778
"16",2018,"Arizona","US House",8,"AZ",2,0.83089758025333,0.0626669116843687,0.0455226384317837,0.312215169760697,0.494814309366952,0.505845103231122,0.494250753508936,0.26741395551475,5844,50310,0.00244011711669843,0.997559882883302,48113,0.554617514790567,0.445382485209433
"17",2018,"Arizona","US House",9,"AZ",1,0.83089758025333,0.0626669116843687,0.0455226384317837,0.312215169760697,0.494814309366952,0.505845103231122,0.494250753508936,0.26741395551475,5844,50310,0.00244011711669843,0.997559882883302,48113,0.610855710157132,0.610855710157132
"18",2018,"Arkansas","US House",1,"AR",2,0.788370092375538,0.18054712600157,0.00674580857828534,0.0366453592289232,0.494082453102292,0.50703396012094,0.451605853234814,0.31626789462841,76,-579,0.0587255892206889,0.941274410779311,34377.0344827586,0.689492906656066,0.310507093343934
"19",2018,"Arkansas","US House",2,"AR",2,0.722406329029464,0.233483046401457,0.0170706913446833,0.0530580845710936,0.483383942717417,0.517254507418712,0.48375811636277,0.285329645673258,246,-849,0.0118377164915255,0.988162283508474,38437.1428571429,0.521299807064821,0.478700192935179
"20",2018,"Arkansas","US House",3,"AR",2,0.880816067798294,0.031678152056549,0.0305948552864528,0.14347059428762,0.496524817075406,0.504317221462048,0.492029608534865,0.262628508444629,694,5643,0.0211043162980014,0.978895683701999,42564.25,0.64741759102861,0.35258240897139
"21",2018,"Arkansas","US House",4,"AR",2,0.773148483798814,0.185362408736584,0.00921293946741638,0.0651403959603771,0.491569797884595,0.509137753718338,0.444402823761919,0.330607849929245,61,-1373,0.0476532519080474,0.952346748091953,34553.125,0.667375983444937,0.332624016555063
"22",2018,"California","US House",1,"CA",2,0.867482206527171,0.0170702645331187,0.0480030075270099,0.150287144187435,0.495856002810909,0.504433462561113,0.444052624440526,0.345185635599507,387,9079,0.0245247756469618,0.975475224353038,48789,0.548865888872885,0.451134111127115
"23",2018,"California","US House",2,"CA",1,0.858075806768748,0.0209800470918761,0.0450512933636062,0.216498395217641,0.491730553080096,0.507777398442857,0.452108422833006,0.349688972538217,648,-6153,0.0155477218128721,0.984452278187128,62563.3333333333,0.522510139702569,0.522510139702569
"24",2018,"California","US House",3,"CA",1,0.655559594831225,0.0993501313700849,0.154977778633783,0.2570171045937,0.49187945089391,0.508447569934307,0.498212419889928,0.26833764278572,4456,1594,0.0124996527061865,0.987500347293814,48013.75,0.741324211679441,0.741324211679441
"25",2018,"California","US House",4,"CA",2,0.820866592942596,0.0386076203880567,0.0790263395998794,0.367706846285312,0.496286820146778,0.503306524580275,0.460406152608827,0.291786970946014,617,10076,0.0255429624253252,0.974457037574675,54343.1,0.868231821163647,0.131768178836353
"26",2018,"California","US House",5,"CA",1,0.708592236790974,0.0828540382847119,0.136001719761549,0.266420306763337,0.49119340224274,0.508377092532484,0.475922685578242,0.30692391143054,3484,-7635,0.0104505151108467,0.989549484889153,62054,0.883810376580958,0.883810376580958
"27",2018,"California","US House",6,"CA",1,0.645232377261687,0.0987404370093424,0.165445423864494,0.244475411401905,0.488679056481911,0.511757588989257,0.508385526112309,0.258658429531789,4240,863,0.00507208021571711,0.994927919784283,53363.5,0.792225557766759,0.792225557766759
"28",2018,"California","US House",7,"CA",1,0.631206839855311,0.108609218155563,0.167819770124504,0.234056822893447,0.489265284848832,0.511257218540292,0.500627783922753,0.263074607505072,3375,984,0.00280940739966323,0.997190592600337,53023,0.729675438344764,0.729675438344764
"29",2018,"California","US House",8,"CA",2,0.768588723942773,0.0928392589338739,0.0770059778946133,0.534588663918272,0.497836844311906,0.501626118297378,0.506708647438818,0.2307778356802,41,1154,0.00238285535109666,0.997617144648903,49615.3333333333,0.575451702935807,0.424548297064193
"30",2018,"California","US House",9,"CA",1,0.647258550577089,0.0984724076895631,0.171931421053671,0.282330008286468,0.491207976393446,0.5091476560221,0.492358261306147,0.267032293980166,7306,3279,0.0075151120899476,0.992484887910052,59720.6666666667,0.753473636355026,0.753473636355026
"31",2018,"California","US House",10,"CA",1,0.737385410155334,0.0623880819641755,0.123627478342971,0.439831249322437,0.49688186453045,0.502985890542719,0.487363305262041,0.241512297624897,949,4492,0.0340509321360418,0.965949067863958,44164,0.744916258048293,0.744916258048293
"32",2018,"California","US House",11,"CA",1,0.656453304986706,0.0952092055846101,0.178940113114168,0.257963579914804,0.489242680911832,0.511036323606998,0.483579149931466,0.290034323640027,3138,-1963,0.001554617684037,0.998445382315963,81442,0.737548736150763,0.737548736150763
"33",2018,"California","US House",12,"CA",1,0.53107088030376,0.0556968579396296,0.356808705841743,0.152472589860746,0.509629883637487,0.489211941464478,0.593211505445693,0.272458373831606,4162,-4612,0,1,133325,0.770079548370541,0.770079548370541
"34",2018,"California","US House",13,"CA",1,0.498154498918858,0.111496823770246,0.316794419819098,0.223564216957971,0.49172644346263,0.508177561682694,0.533513603670843,0.260864217677932,8351,-9958,0.000654189893317432,0.999345810106683,77233,0.813734654728625,0.813734654728625
"35",2018,"California","US House",14,"CA",1,0.563874723607762,0.0425645561930353,0.330247723837546,0.19416240192509,0.502877146946999,0.496340133274564,0.551547038669752,0.281097044520446,7454,-11729,0.000910598487462952,0.999089401512537,130777.5,0.503793479791579,0.503793479791579
"36",2018,"California","US House",15,"CA",1,0.562800578573267,0.104845284894091,0.260497466523502,0.237612231677774,0.490712124304514,0.509345023116309,0.513121367278665,0.272776707989103,11489,-11921,0.000965474952357478,0.999034525047643,79337.5,0.527221545199862,0.527221545199862
"37",2018,"California","US House",16,"CA",1,0.788412792001029,0.0526471503876013,0.0946005679618098,0.55263344678046,0.497566028547073,0.501324330649066,0.488345257814043,0.226645715373971,99,334,0.0452411751663948,0.954758824833605,40516.6666666667,0.637169904847065,0.637169904847065
"38",2018,"California","US House",17,"CA",1,0.515959715406076,0.0668640682527515,0.352015910675273,0.238972707846116,0.499588646361736,0.500269095574913,0.530274988726326,0.256797476475323,21595,-35068,0.00138382874613858,0.998616171253861,93788.5,0.58555502037401,0.58555502037401
"39",2018,"California","US House",18,"CA",1,0.58081139307779,0.0268496759006057,0.330613652613452,0.257499262990279,0.502384818910745,0.497362732149658,0.519647149663228,0.267248632624269,16611,-34225,0.00513318284633254,0.994866817153667,102283.666666667,0.54366138550824,0.54366138550824
"40",2018,"California","US House",19,"CA",1,0.531317777385622,0.0283656525750943,0.382396548842153,0.252263450940493,0.50637026564207,0.493447571515735,0.527481490029948,0.253289669452068,13244,-25110,0.00193747376845968,0.99806252623154,110344,0.619420106018964,0.619420106018964
"41",2018,"California","US House",20,"CA",1,0.621577623589028,0.0276725415911711,0.290312574608703,0.323387850510532,0.505315563583735,0.494268756049667,0.518856083165685,0.256972640236601,13006,-29614,0.0157797457660157,0.984220254233984,71973,0.792080380583904,0.792080380583904
"42",2018,"California","US House",21,"CA",1,0.811934704652356,0.0537275165998515,0.0725996420803788,0.558555674009335,0.506774850010733,0.492720289053871,0.492492042344362,0.217959218588796,-71,-2075,0.0475982304540745,0.952401769545925,40099.75,0.783720021997816,0.783720021997816
"43",2018,"California","US House",22,"CA",2,0.804333423272566,0.0464395392090428,0.0876495583022494,0.571415526807041,0.498751492407687,0.500588037807433,0.486183342842176,0.222305753570622,230,-2371,0.0459723601249329,0.954027639875067,41822,0.8060985700618,0.1939014299382
"44",2018,"California","US House",23,"CA",2,0.724532600879284,0.0848015697343297,0.140515434709151,0.496647861099645,0.494279036686819,0.504599312139086,0.522917486168299,0.251197379904031,19110,-100888,0.00540682145072858,0.994593178549271,47433.3333333333,0.58072946941025,0.41927053058975
"45",2018,"California","US House",24,"CA",1,0.854402780489908,0.0232869833814754,0.0657804975159706,0.400953289088276,0.497999715966007,0.500943398618885,0.492005203908511,0.290616860967897,200,-5617,0.0373173474016412,0.962682652598359,61107.3333333333,0.734015854831356,0.734015854831356
"46",2018,"California","US House",25,"CA",1,0.718784883567624,0.0845708607030476,0.147108857239961,0.481383344955085,0.492570441001541,0.506212479564272,0.523896525633288,0.258661837047411,19354,-103560,0.00306156455258891,0.996938435447411,62100,0.587444998533294,0.587444998533294
"47",2018,"California","US House",26,"CA",1,0.718784883567624,0.0845708607030476,0.147108857239961,0.481383344955085,0.492570441001541,0.506212479564272,0.523896525633288,0.258661837047411,19354,-103560,0.00306156455258891,0.996938435447411,62100,0.687783495545978,0.687783495545978
"48",2018,"California","US House",27,"CA",1,0.718837441676956,0.0904690670657519,0.139648772178034,0.495160187045485,0.493328913092016,0.505568286805473,0.523807337497107,0.251385158266397,19505,-98319,0.000766446651289521,0.99923355334871,51225,0.700284472287924,0.700284472287924
"49",2018,"California","US House",28,"CA",1,0.70838530754605,0.0896928162720597,0.152939981770725,0.4857632183584,0.49241049102503,0.506361286277637,0.527283558135246,0.256232587439271,19529,-99487,0.00052724509249152,0.999472754907509,62300,0.725415717614841,0.725415717614841
"50",2018,"California","US House",29,"CA",1,0.70838530754605,0.0896928162720597,0.152939981770725,0.4857632183584,0.49241049102503,0.506361286277637,0.527283558135246,0.256232587439271,19529,-99487,0.00052724509249152,0.999472754907509,62300,0.693982177367404,0.693982177367404
"51",2018,"California","US House",30,"CA",1,0.718784883567624,0.0845708607030476,0.147108857239961,0.481383344955085,0.492570441001541,0.506212479564272,0.523896525633288,0.258661837047411,19354,-103560,0.00306156455258891,0.996938435447411,62100,0.590165597464832,0.590165597464832
"52",2018,"California","US House",31,"CA",1,0.767432651529731,0.0940780975034995,0.0778538209015979,0.538849605838783,0.497598941826779,0.501881386572443,0.507645310748387,0.228847958212127,-24,1168,0.00225290814869763,0.997747091851302,40150,0.890755484858997,0.890755484858997
"53",2018,"California","US House",32,"CA",1,0.70838530754605,0.0896928162720597,0.152939981770725,0.4857632183584,0.49241049102503,0.506361286277637,0.527283558135246,0.256232587439271,19529,-99487,0.00052724509249152,0.999472754907509,62300,0.688517778349394,0.688517778349394
"54",2018,"California","US House",33,"CA",1,0.70838530754605,0.0896928162720597,0.152939981770725,0.4857632183584,0.49241049102503,0.506361286277637,0.527283558135246,0.256232587439271,19529,-99487,0.00052724509249152,0.999472754907509,62300,0.515571231581919,0.515571231581919
"55",2018,"California","US House",34,"CA",1,0.70838530754605,0.0896928162720597,0.152939981770725,0.4857632183584,0.49241049102503,0.506361286277637,0.527283558135246,0.256232587439271,19529,-99487,0.00052724509249152,0.999472754907509,62300,0.541314647707058,0.541314647707058
"56",2018,"California","US House",35,"CA",1,0.767432651529731,0.0940780975034995,0.0778538209015979,0.538849605838783,0.497598941826779,0.501881386572443,0.507645310748387,0.228847958212127,-24,1168,0.00225290814869763,0.997747091851302,40150,0.773476932704263,0.773476932704263
"57",2018,"California","US House",36,"CA",1,0.798115863633372,0.0721664869700534,0.070565367658453,0.494482966437416,0.497978770858811,0.500971261216728,0.489601515093902,0.258781522036447,-82,18378,0.00753610133603443,0.992463898663966,40587,0.65099730523074,0.65099730523074
"58",2018,"California","US House",37,"CA",1,0.70838530754605,0.0896928162720597,0.152939981770725,0.4857632183584,0.49241049102503,0.506361286277637,0.527283558135246,0.256232587439271,19529,-99487,0.00052724509249152,0.999472754907509,62300,0.564993187658452,0.564993187658452
"59",2018,"California","US House",38,"CA",1,0.710192674212346,0.0732756880270378,0.167415566587438,0.450909400757546,0.492665706607585,0.506370737423338,0.5220120878085,0.260746305683244,25488,-120151,0.000548221579140282,0.99945177842086,65608.5,0.77669189806786,0.77669189806786
"60",2018,"California","US House",39,"CA",1,0.718237550199032,0.0761993929672836,0.154827980586162,0.463269084972645,0.493359055337119,0.5057397750689,0.519992888200224,0.256263105975417,25464,-118983,0.000729658829220156,0.99927034117078,57122.3333333333,0.683384267593252,0.683384267593252
"61",2018,"California","US House",40,"CA",1,0.70838530754605,0.0896928162720597,0.152939981770725,0.4857632183584,0.49241049102503,0.506361286277637,0.527283558135246,0.256232587439271,19529,-99487,0.00052724509249152,0.999472754907509,62300,0.520510074060972,0.520510074060972
"62",2018,"California","US House",41,"CA",1,0.798115863633372,0.0721664869700534,0.070565367658453,0.494482966437416,0.497978770858811,0.500971261216728,0.489601515093902,0.258781522036447,-82,18378,0.00753610133603443,0.992463898663966,40587,0.691460017847968,0.691460017847968
"63",2018,"California","US House",42,"CA",2,0.798115863633372,0.0721664869700534,0.070565367658453,0.494482966437416,0.497978770858811,0.500971261216728,0.489601515093902,0.258781522036447,-82,18378,0.00753610133603443,0.992463898663966,40587,0.648554986518033,0.351445013481967
"64",2018,"California","US House",43,"CA",1,0.70838530754605,0.0896928162720597,0.152939981770725,0.4857632183584,0.49241049102503,0.506361286277637,0.527283558135246,0.256232587439271,19529,-99487,0.00052724509249152,0.999472754907509,62300,0.535519922914065,0.535519922914065
"65",2018,"California","US House",44,"CA",1,0.70838530754605,0.0896928162720597,0.152939981770725,0.4857632183584,0.49241049102503,0.506361286277637,0.527283558135246,0.256232587439271,19529,-99487,0.00052724509249152,0.999472754907509,62300,0.564190082364505,0.564190082364505
"66",2018,"California","US House",45,"CA",1,0.715925481734259,0.0212020064402311,0.213330843807551,0.340356168015282,0.493475227906534,0.506400715623212,0.505291449266099,0.275063421508936,5959,-20664,0.000607983898429288,0.999392016101571,68917,0.788681240374227,0.788681240374227
"67",2018,"California","US House",46,"CA",1,0.715925481734259,0.0212020064402311,0.213330843807551,0.340356168015282,0.493475227906534,0.506400715623212,0.505291449266099,0.275063421508936,5959,-20664,0.000607983898429288,0.999392016101571,68917,0.517154843924406,0.517154843924406
"68",2018,"California","US House",47,"CA",1,0.715925481734259,0.0212020064402311,0.213330843807551,0.340356168015282,0.493475227906534,0.506400715623212,0.505291449266099,0.275063421508936,5959,-20664,0.000607983898429288,0.999392016101571,68917,0.712009517123021,0.712009517123021
"69",2018,"California","US House",48,"CA",1,0.715925481734259,0.0212020064402311,0.213330843807551,0.340356168015282,0.493475227906534,0.506400715623212,0.505291449266099,0.275063421508936,5959,-20664,0.000607983898429288,0.999392016101571,68917,0.638471387500971,0.638471387500971
"70",2018,"California","US House",49,"CA",1,0.736505569880891,0.0387128151040411,0.167808733678923,0.339713424336166,0.498732532964742,0.500995263473692,0.515454157510007,0.26686271877286,10604,-30300,0.00284766633306731,0.997152333666933,65032,0.690740864751445,0.690740864751445
"71",2018,"California","US House",50,"CA",2,0.773886307994429,0.0624918463920826,0.101643179085239,0.40485444620349,0.501302501016498,0.498014758679159,0.51009853537844,0.258936613808795,4563,8742,0.00599525728897722,0.994004742711023,50867,0.804257721391113,0.195742278608887
"72",2018,"California","US House",51,"CA",1,0.763628952057585,0.0542646265671119,0.119105622600547,0.365256256500001,0.504136959148702,0.495339911656877,0.52290674361606,0.25766345867194,4607,-11423,0.00715874045081055,0.992841259549189,49367,0.550449724270907,0.550449724270907
"73",2018,"California","US House",52,"CA",1,0.756111007627493,0.0553943310773905,0.124442500752131,0.339101120292658,0.503740857822207,0.495845807608655,0.525135571039104,0.259050392322895,4645,-9636,0.00523185240259662,0.994768147597403,61147,0.599672102350909,0.599672102350909
"74",2018,"California","US House",53,"CA",1,0.756111007627493,0.0553943310773905,0.124442500752131,0.339101120292658,0.503740857822207,0.495845807608655,0.525135571039104,0.259050392322895,4645,-9636,0.00523185240259662,0.994768147597403,61147,0.564914849847831,0.564914849847831
"75",2018,"Colorado","US House",1,"CO",1,0.827125570103325,0.0786185450336696,0.0454357330134627,0.220007763983129,0.498892913516828,0.501778732642722,0.534979516846098,0.256002452432766,5471,7884,0.00107243724365853,0.998927562756341,68082.6666666667,0.738142188248087,0.738142188248087
"76",2018,"Colorado","US House",2,"CO",1,0.857132713364725,0.0608980617555418,0.0358374168472057,0.232856380971198,0.500505149125116,0.500042835410915,0.546511924066323,0.257720986341292,3015,6720,0.000704659980163013,0.999295340019837,71171,0.602878680210119,0.602878680210119
"77",2018,"Colorado","US House",3,"CO",2,0.932168487907652,0.00952003308356152,0.0098382751619716,0.1709487528144,0.509902093760583,0.491746978827542,0.46766439245545,0.325609297433812,775,3596,0.032558106400965,0.967441893599035,58439.4090909091,0.515201270713795,0.484798729286205
"78",2018,"Colorado","US House",4,"CO",2,0.908818859166972,0.0142990920565124,0.0400401042302838,0.172217132852897,0.503620577338056,0.498555636985465,0.512549366882456,0.250192378160498,2156,11328,0.0132108651279636,0.986789134872036,65602.6666666667,0.606192942296973,0.393807057703027
"79",2018,"Colorado","US House",5,"CO",2,0.850481133014469,0.0593156577196939,0.026241575757446,0.21976182551209,0.506476646506635,0.494497285298874,0.49998020028747,0.266630420706432,467,8814,0.0074079676303201,0.99259203236968,41149.5,0.570292426660881,0.429707573339119
"80",2018,"Colorado","US House",6,"CO",1,0.808464744193839,0.0986897307560749,0.0403761177776382,0.29613341430895,0.501751446741081,0.498353263107928,0.589002673591478,0.216305417687588,2220,4655,2.87833563120461e-05,0.999971216643688,79023,0.54103172566512,0.54103172566512
"81",2018,"Colorado","US House",7,"CO",1,0.857997544010523,0.0547207515615566,0.0382283229045092,0.281387883084276,0.50181598230448,0.498649427147925,0.53939129313546,0.244942061780476,4275,9378,0.00149693777624067,0.998503062223759,61962,0.604308799252084,0.604308799252084
"82",2018,"Connecticut","US House",1,"CT",1,0.79715982839282,0.123261992082779,0.0497579950588131,0.151634594778192,0.4872924155611,0.513052092726104,0.470335491227574,0.328017985596966,6589,-7877,0.00438075177997231,0.995619248220028,64686.6666666667,0.6060954256949,0.6060954256949
"83",2018,"Connecticut","US House",2,"CT",1,0.795816720853938,0.12438901364996,0.0469757453032021,0.158448922399522,0.487693616965616,0.512897033829371,0.483023183759024,0.316500943815007,12623,-15938,0.00478589711959539,0.995214102880405,57703.3333333333,0.579906196171752,0.579906196171752
"84",2018,"Connecticut","US House",3,"CT",1,0.776937609324003,0.149476470032241,0.0425872054013496,0.187043668922286,0.481704748468735,0.518206567083367,0.484800535840769,0.313317486822775,4586,-6331,0.00267827447911572,0.997321725520884,55779,0.603950577081768,0.603950577081768
"85",2018,"Connecticut","US House",4,"CT",1,0.787375883369298,0.127036741594816,0.0577507147995013,0.201381186498314,0.487950371356747,0.513681034692803,0.476386456787338,0.298799433457172,6002,-7249,0.00106698977769539,0.998933010222305,117432,0.612100083076064,0.612100083076064
"86",2018,"Connecticut","US House",5,"CT",1,0.782672265557464,0.136220581733149,0.0512537844171937,0.183490183213973,0.485780888375738,0.514812929861613,0.477338720253863,0.311884331025664,16848,-21463,0.00262136761291518,0.997378632387085,75051,0.527964561227204,0.527964561227204
"87",2018,"Delaware","US House",0,"DE",1,0.695127496299764,0.229807173434119,0.0404990683380995,0.0944028818855718,0.48427671653138,0.517283130964009,0.460950471216878,0.328053743271475,670,7049,0.00574989786145325,0.994250102138547,50046.3333333333,0.644539699549523,0.644539699549523
"88",2018,"Florida","US House",1,"FL",2,0.786225786726098,0.140625236889583,0.0276371180076512,0.0676960940382157,0.504803489036118,0.497772606214972,0.479958509579183,0.305979219414081,287,11568,0.00739116604562392,0.992608833954376,46305.8,0.670586374182662,0.329413625817338
"89",2018,"Florida","US House",2,"FL",2,0.684384839539212,0.259389675083156,0.0249751881105865,0.0660012112641222,0.492714975600321,0.508294939642899,0.517282709680283,0.284818294527433,1047,511,0.0107745239715535,0.989225476028446,36266.4444444445,1,0
"90",2018,"Florida","US House",3,"FL",2,0.779721815215039,0.157999841822208,0.0314669741420936,0.112769318503472,0.490085790639205,0.510754008558251,0.464057218734911,0.338862618425215,2224,11733,0.0169541154157563,0.983045884584244,35436.5,0.651404330813647,0.348595669186353
"91",2018,"Florida","US House",4,"FL",2,0.683339516703638,0.240920923748954,0.0432147730289149,0.0920892702743398,0.486251185577172,0.515298796493641,0.486736282619866,0.290635997149958,3416,16284,0.00160149975741989,0.99839850024258,58827.3333333333,0.580930257555581,0.419069742444419
"92",2018,"Florida","US House",5,"FL",1,0.617498848071043,0.309267792066351,0.0411273544729751,0.0900319747553024,0.487089319873218,0.514514304863235,0.513582289615884,0.27024253340594,3804,3773,0.00575014362466363,0.994249856375336,36752.25,0.5764470566708,0.5764470566708
"93",2018,"Florida","US House",6,"FL",2,0.718281129879022,0.211221957516613,0.0379722606211821,0.115719085681881,0.486199853579586,0.515191453412682,0.472674972171624,0.319330222756702,6480,27096,0.00922231082909503,0.990777689170905,39651.25,1,0
"94",2018,"Florida","US House",7,"FL",1,0.757890542210844,0.167507198386292,0.042925480612405,0.236196642457519,0.488745832165194,0.512542736286038,0.49569718994042,0.295525803988779,22826,22774,0.00334369165410707,0.996656308345893,47511.8333333333,0.530168247341804,0.530168247341804
"95",2018,"Florida","US House",8,"FL",2,0.737686334603291,0.18428064650668,0.0445014597479767,0.249437422970763,0.489520743417076,0.511289030099394,0.496256671962061,0.297185474687548,19312,10840,0.00231428092172856,0.997685719078271,56678.6666666667,0.545614539185403,0.454385460814597
"96",2018,"Florida","US House",9,"FL",1,0.795491127562231,0.135385603631767,0.0378874701550269,0.20531114849968,0.486270384576327,0.514996793257372,0.472096615899708,0.328676106174388,13182,29932,0.00439748020992598,0.995602519790074,47117.6666666667,0.62258791704238,0.62258791704238
"97",2018,"Florida","US House",10,"FL",1,0.735564902159922,0.191486864057898,0.0403463270039925,0.275587079326112,0.489832738683694,0.511386555532696,0.499237378709675,0.283385899461604,23069,27152,0.00494606955086467,0.995053930449135,40916.6666666667,0.543011867659387,0.543011867659387
"98",2018,"Florida","US House",11,"FL",2,0.860881071049617,0.0965153686488863,0.0173584778041285,0.126868820095285,0.485043098164048,0.516709574598504,0.367551457812837,0.462505231385778,2502,32061,0.0201177257925537,0.979882274207446,40367.4,0.622675622116152,0.377324377883848
"99",2018,"Florida","US House",12,"FL",2,0.795491127562231,0.135385603631767,0.0378874701550269,0.20531114849968,0.486270384576327,0.514996793257372,0.472096615899708,0.328676106174388,13182,29932,0.00439748020992598,0.995602519790074,47117.6666666667,0.674413332972446,0.325586667027554
"100",2018,"Florida","US House",13,"FL",1,0.890498186619768,0.0694177465491575,0.0182954693061683,0.133879886104209,0.485329889421653,0.514922423210519,0.360244500285487,0.481743312079888,2188,21523,0.0121909872731051,0.987809012726895,41638.6,0.999186486806295,0.999186486806295
"101",2018,"Florida","US House",14,"FL",1,0.881449237962232,0.0812078754022709,0.0161378954399174,0.217358370271419,0.490876798834173,0.510261703807153,0.377316473374218,0.456311858643512,5855,19342,0.00642134887035011,0.99357865112965,63730.3333333333,1,1
"102",2018,"Florida","US House",15,"FL",2,0.769909861341043,0.164022381995169,0.0337085665122478,0.258634975008309,0.489640335936668,0.512067654884074,0.481624388327775,0.300445365762895,15163,37594,0.00836916214516167,0.991630837854838,41612.6666666667,0.620236963481287,0.379763036518713
"103",2018,"Florida","US House",16,"FL",2,0.796520778743617,0.138628508317438,0.0351503871057165,0.233851014351183,0.486641277635872,0.514964347552511,0.459753986011832,0.339400739670031,11945,26938,0.00710587649979576,0.992894123500204,53437,0.584771643400418,0.415228356599582
"104",2018,"Florida","US House",17,"FL",2,0.854956827310111,0.103072021815769,0.0170762202368773,0.19396104749823,0.4903023611983,0.510282736061059,0.39665110180257,0.422906035295644,8923,42551,0.0102842610997424,0.989715738900258,37482.8888888889,1,0
"105",2018,"Florida","US House",18,"FL",2,0.759894768088071,0.187622165095163,0.0262809928295867,0.216112376358359,0.485980194934632,0.513913391916572,0.428565464198085,0.381704473883718,9896,11479,0.00473170560431237,0.995268294395688,68196.3333333333,0.604533815687472,0.395466184312528
"106",2018,"Florida","US House",19,"FL",2,0.877585812649922,0.0847501172008465,0.0164831623657708,0.240607378488546,0.491178815384167,0.509832069506503,0.388901984777574,0.436971547783955,5553,14693,0.00639554924925647,0.993604450750744,74698,0.508746151396114,0.491253848603886
